,Title,Call_Number
10957,positive psychology,BF204-206:Psychology
10958,reward psychology interpersonal communication reinforcement psychology,BF501-505:Motivation
10959,memory cognitive psychology,BF309-499:Consciousness. Congition
10960,sex psychology children and sex parent and child marriage  psychological aspects sexual disorders,BF692:Psychology of Sex. Sexual Behavior
10961,intellect nature and nurture,BF309-499:Consciousness. Congition
10962,social perception  philosophy metaphysics  psychological aspects knowledge sociology of attribution social psychology concepts,BF309-499:Consciousness. Congition
10963,selfdisclosure secrecy privacy interpersonal relations,BF697:Differential psychology. Individuality. Self
10964,decision making problem solving,BF309-499:Consciousness. Congition
10967,creative thinking creativity at work,BF309-499:Consciousness. Congition
10969,emotions affect psychology europe  history  4761492,BF511-593:Affection. Feeling. Emotion
10970,psychoses psychology religions psychiatry and religion,BF38-64:Philosophy
10971,psycholinguistics interpersonal communication,BF309-499:Consciousness. Congition
10973,psychology,BF65-172:Psychology
10974,erikson erik h erik homburger 19021994 psychoanalysis,BF173-175:Psychoanalysis
10975,intelligence levels black people  intelligence levels human population genetics,BF309-499:Consciousness. Congition
10976,speech perception speech errors english language  spoken english english language  study and teaching  german speakers,BF309-499:Consciousness. Congition
10977,typology psychology emotions complexes psychology jung c g carl gustav 18751961,BF698:Personality
10979,archetype psychology psychoanalysis,BF173-175:Psychoanalysis
10980,child psychology,BF712-724:Developmental psychology
10983,psychology  encyclopedias,BF1-37:Psychology
10984,intellect creation literary artistic etc artificial intelligence  congresses language and languages  philosophy  congresses,BF309-499:Consciousness. Congition
10985,imagination christianity and literature,BF309-499:Consciousness. Congition
10986,emotions neuropsychology cognition,BF511-593:Affection. Feeling. Emotion
10987,identity psychology gender identity group identity,BF697:Differential psychology. Individuality. Self
10988,intellect intelligence levels  social aspects nature and nurture learning psychology of,BF309-499:Consciousness. Congition
10990,moral development,BF712-724:Developmental psychology
10991,older people  psychology aging,BF712-724:Developmental psychology
10992,early memories memory in children,BF309-499:Consciousness. Congition
10993,problem solving cognitive psychology,BF309-499:Consciousness. Congition
10994,aging  psychological aspects,BF712-724:Developmental psychology
10995,psychology  germany  history  20th century national socialism germany  politics and government  19331945,BF65-172:Psychology
10996,negotiation social conflict,BF636-637:Applied psychology
10998,mind and body cognition human information processing,BF65-172:Psychology
10999,psychometrics psychological tests,BF38-64:Philosophy
11000,cognition in infants concepts in infants,BF712-724:Developmental psychology
11001,continuity chain of being philosophy,BF65-172:Psychology
11002,anxiety  congresses ethnopsychology  congresses,BF511-593:Affection. Feeling. Emotion
11003,jung c g carl gustav 18751961  congresses jünger ernst 18951998  congresses,BF173-175:Psychoanalysis
11004,psychoanalysis greece  civilization,BF173-175:Psychoanalysis
11005,anxiety  social aspects anxiety disorders,BF511-593:Affection. Feeling. Emotion
11006,anger,BF511-593:Affection. Feeling. Emotion
11007,imagery psychology,BF309-499:Consciousness. Congition
11008,physiognomy  germany  history,BF840-885:Physiognomy. Phrenology
11009,sexism in psychological tests sexism in educational tests,BF176:Pyshological tests and testing
11010,senses and sensation  history emotions  history perception  history,BF231-299:Sensation. Aesthesiology
11013,loss psychology adjustment psychology change psychology,BF511-593:Affection. Feeling. Emotion
11014,thought and thinking,BF309-499:Consciousness. Congition
11015,subconsciousness consciousness human behavior  psychological aspects brain,BF309-499:Consciousness. Congition
11016,deception truthfulness and falsehood,BF636-637:Applied psychology
11017,manipulative behavior manipulative behavior  case studies control psychology cults  psychological aspects single people  psychology  case studies,BF608-635:Will. Volition. Choice. Control
11019,femininity sex role,BF173-175:Psychoanalysis
11021,psychoanalysis psychoanalysis and philosophy freud sigmund 18561939,BF173-175:Psychoanalysis
11022,freud sigmund 18561939 psychoanalysis and philosophy,BF65-172:Psychology
11023,movement psychology of motor learning,BF231-299:Sensation. Aesthesiology
11024,motivational interviewing teenagers young adults,BF636-637:Applied psychology
11026,nature and nurture genetic psychology child psychology,BF309-499:Consciousness. Congition
11028,aggressiveness  physiological aspects aggressiveness  social aspects behavior modification,BF511-593:Affection. Feeling. Emotion
11029,brothers and sisters  psychological aspects,BF712-724:Developmental psychology
11030,personality,BF698:Personality
11031,men  psychology men  sexual behavior,BF692:Psychology of Sex. Sexual Behavior
11033,psychological tests,BF176:Pyshological tests and testing
11034,memory  congresses aging  congresses,BF309-499:Consciousness. Congition
11035,problem solving individual differences college students,BF309-499:Consciousness. Congition
11036,individuality education perception psychometrics,BF697:Differential psychology. Individuality. Self
11037,meditation  study and teaching higher college students  psychology education higher  psychological aspects,BF636-637:Applied psychology
11038,psychoanalysis and culture masculinity psychoanalytic counseling postmodernism,BF173-175:Psychoanalysis
11039,psychometrics,BF38-64:Philosophy
11040,creative ability,BF309-499:Consciousness. Congition
11041,relaxation stress management,BF636-637:Applied psychology
11042,attitude change,BF309-499:Consciousness. Congition
11043,reading speech language and languages psycholinguistics,BF309-499:Consciousness. Congition
11044,emotions and cognition appraisal theory,BF511-593:Affection. Feeling. Emotion
11045,emotions  social aspects interpersonal relations health  psychological aspects mind and body,BF511-593:Affection. Feeling. Emotion
11046,graphology symbolism,BF889-905:Graphology. Study of handwriting
11047,sex differences psychology sex differences sex role,BF692:Psychology of Sex. Sexual Behavior
11048,personality,BF698:Personality
11049,psychology  philosophy psychology  methodology,BF38-64:Philosophy
11050,vygotskiĭ l s lev semenovich 18961934 psychology  soviet union  history,BF65-172:Psychology
11051,conditioned response learning psychology of performance,BF309-499:Consciousness. Congition
11052,prejudices in children prejudices prejudices in children  prevention,BF712-724:Developmental psychology
11053,loneliness in old age,BF712-724:Developmental psychology
11054,nostalgia identity psychology,BF511-593:Affection. Feeling. Emotion
11055,educational psychology operant conditioning,BF309-499:Consciousness. Congition
11057,gesture,BF636-637:Applied psychology
11058,older people  psychology death  psychological aspects,BF712-724:Developmental psychology
11059,life change events  psychological aspects change psychology narration rhetoric autobiography,BF636-637:Applied psychology
11060,national characteristics ethnopsychology popular culture,BF728-794:Psychology
11061,educational tests and measurements psychometrics psychological tests experimental design,BF38-64:Philosophy
11062,psychology  research dissertations academic  handbooks manuals etc,BF65-172:Psychology
11063,leadership characters and characteristics ability psychology  early works to 1850,BF65-172:Psychology
11065,psychology experimental,BF180-198:Experimental psychology
11066,psychoanalysis and religion freud sigmund 18561939  religion jung c g carl gustav 18751961  religion,BF173-175:Psychoanalysis
11068,reading  remedial teaching reading psychology of reading,BF309-499:Consciousness. Congition
11069,communication in psychology psychology  authorship,BF65-172:Psychology
11070,association of ideas,BF309-499:Consciousness. Congition
11071,cognition and culture  greece  history cognition and culture  rome  history memory literacy  greece  history literacy  rome  history,BF309-499:Consciousness. Congition
11072,developmental psychology,BF712-724:Developmental psychology
11073,moral development socialization parent and child child rearing parents  attitudes social values,BF712-724:Developmental psychology
11074,memory,BF309-499:Consciousness. Congition
11076,war  psychological aspects aggressiveness psychology comparative,BF511-593:Affection. Feeling. Emotion
11078,social interaction,BF65-172:Psychology
11079,death  psychological aspects bereavement  psychological aspects grief families  psychological aspects family life surveys,BF728-794:Psychology
11081,interpersonal communication  crosscultural studies interpersonal relations  crosscultural studies mate selection  crosscultural studies,BF636-637:Applied psychology
11083,distraction psychology attention information society information technology  social aspects,BF309-499:Consciousness. Congition
11085,children and animals child development child psychology humananimal relationships,BF712-724:Developmental psychology
11086,space and time time travel episodic memory memory philosophy,BF309-499:Consciousness. Congition
11087,ophthalmology  instruments reading psychology of eye  movements,BF309-499:Consciousness. Congition
11088,motivation psychology  bibliography,BF501-505:Motivation
11089,psychoanalysis and religion,BF173-175:Psychoanalysis
11091,mind and body  japan  history philosophy and science  japan  history philosophy japanese yuasa yasuo,BF65-172:Psychology
11092,parent and child parents  psychology parenthood adult child abuse victims,BF712-724:Developmental psychology
11093,luhan mabel dodge 18791962  correspondence brill a a abraham arden 18741948  correspondence intellectuals  united states  correspondence psychiatrists  united states  correspondence psychoanalysis  united states  history,BF65-172:Psychology
11094,interpersonal communication thought and thinking speech,BF309-499:Consciousness. Congition
11095,emotional problems of children social problems,BF712-724:Developmental psychology
11096,psychoanalysis developmental psychology,BF173-175:Psychoanalysis
11097,masculinity men  psychology jungian psychology,BF173-175:Psychoanalysis
11098,memory,BF309-499:Consciousness. Congition
11099,counseling,BF636-637:Applied psychology
11100,bereavement  psychological aspects bereavement,BF511-593:Affection. Feeling. Emotion
11101,stress psychology stress physiology stress management success  psychological aspects,BF511-593:Affection. Feeling. Emotion
11102,psychology sociolinguistics semiotics human behavior,BF38-64:Philosophy
11103,personality psychoanalysis  history,BF698:Personality
11104,report writing psychological literature,BF65-172:Psychology
11105,psychoanalysis,BF173-175:Psychoanalysis
11106,eigen michael psychoanalysis psychoanalysts  united states,BF65-172:Psychology
11108,laughter psychology  early works to 1850 psychophysiology  early works to 1800,BF511-593:Affection. Feeling. Emotion
11109,cognitive science  dictionaries,BF309-499:Consciousness. Congition
11110,death funeral rites and ceremonies  romania mourning customs  romania,BF728-794:Psychology
11111,psychology psychology  greece  history,BF65-172:Psychology
11112,environmental psychology  history,BF309-499:Consciousness. Congition
11113,genetic psychology adaptability psychology cognition,BF699-711:Genetic Psychology
11114,sex psychology,BF692:Psychology of Sex. Sexual Behavior
11115,psychology  research experimental design single subject research,BF65-172:Psychology
11116,psychoanalysis  united states  history  20th century psychoanalysts  united states institute for psychoanalysis,BF173-175:Psychoanalysis
11117,psychoanalysis crosscultural counseling cultural psychiatry,BF173-175:Psychoanalysis
11118,defense mechanisms psychology oppression psychology security psychology people with social disabilities  attitudes poor  attitudes,BF173-175:Psychoanalysis
11119,mental discipline,BF608-635:Will. Volition. Choice. Control
11121,behaviorism psychology collective behavior,BF199-202:Psychology
11123,semantics,BF309-499:Consciousness. Congition
11125,helping behavior altruism,BF636-637:Applied psychology
11126,psychology human behavior,BF65-172:Psychology
11128,privacy,BF636-637:Applied psychology
11129,aggressiveness  crosscultural studies,BF511-593:Affection. Feeling. Emotion
11130,psychology  biographical methods storytelling  psychological aspects discourse analysis narrative  psychological aspects selfperception,BF38-64:Philosophy
11131,psychoanalysis,BF173-175:Psychoanalysis
11132,consciousness mind and body,BF309-499:Consciousness. Congition
11133,femininity masculinity,BF692:Psychology of Sex. Sexual Behavior
11134,emotions  social aspects interpersonal relations psychology  research  methodology social psychology  research  methodology,BF511-593:Affection. Feeling. Emotion
11136,psychologists  biography psychology  history,BF65-172:Psychology
11137,mentoring women  psychology,BF636-637:Applied psychology
11139,psychology experimental  history,BF180-198:Experimental psychology
11141,behavior modification habit emotions psychology pathological,BF636-637:Applied psychology
11142,imagination,BF309-499:Consciousness. Congition
11143,psychology,BF65-172:Psychology
11144,creative ability creative ability  physiological aspects psychology pathological  physiological aspects,BF309-499:Consciousness. Congition
11145,death  psychological aspects disasters  psychological aspects nuclear warfare  psychological aspects peace  psychological aspects,BF728-794:Psychology
11146,personality life biology psychology pathological,BF698:Personality
11147,psychology,BF65-172:Psychology
11148,laughter  history women  social conditions,BF511-593:Affection. Feeling. Emotion
11149,death  psychological aspects terminally ill  psychology terminally ill  counseling of death in art,BF728-794:Psychology
11151,bereavement  psychological aspects infants  death  psychological aspects infants  mortality mothers  psychology,BF511-593:Affection. Feeling. Emotion
11152,imagination,BF309-499:Consciousness. Congition
11153,emotions in children emotions in adolescence child psychology adolescent psychology guilt shame,BF712-724:Developmental psychology
11155,social action awareness identity psychology,BF309-499:Consciousness. Congition
11156,intellect intelligence levels intelligence tests,BF309-499:Consciousness. Congition
11157,psychoanalysis and culture psychoanalysis  social aspects,BF173-175:Psychoanalysis
11158,psychoanalysis physics  philosophy,BF38-64:Philosophy
11160,psychoanalysis,BF173-175:Psychoanalysis
11161,creation literary artistic etc psychoanalysis marx karl 18181883,BF309-499:Consciousness. Congition
11162,infant psychology,BF712-724:Developmental psychology
11163,psychology  statistical methods analysis of variance,BF38-64:Philosophy
11164,memory,BF309-499:Consciousness. Congition
11165,jealousy,BF511-593:Affection. Feeling. Emotion
11166,prejudices in children  united states  prevention race awareness in children  united states multiculturalism  united states child rearing  united states,BF712-724:Developmental psychology
11168,learning psychology of causation,BF309-499:Consciousness. Congition
11169,sex differences psychology single people  psychology lust psychoanalysis masochism love,BF511-593:Affection. Feeling. Emotion
11170,psychology  mathematical models,BF38-64:Philosophy
11171,cooperativeness in children competition psychology in children,BF712-724:Developmental psychology
11173,intuition,BF309-499:Consciousness. Congition
11174,visualization imagery psychology memory,BF309-499:Consciousness. Congition
11176,involuntary memory,BF309-499:Consciousness. Congition
11178,intelligence tests ability  testing educational tests and measurements psychology  mathematical models,BF309-499:Consciousness. Congition
11179,psychology  history  united states  congresses,BF65-172:Psychology
11180,psychology  dictionaries pastoral psychology  dictionaries,BF1-37:Psychology
11181,rorschach test,BF698:Personality
11182,interpersonal relations,BF636-637:Applied psychology
11184,evolutionary psychology social evolution,BF698:Personality
11185,selfactualization psychology motivation psychology youth  conduct of life success,BF636-637:Applied psychology
11186,counseling psychology and the humanities,BF636-637:Applied psychology
11187,attachment behavior in children bowlby john psychotherapy attachment behavior,BF712-724:Developmental psychology
11188,dreams dream interpretation  dictionaries symbolism psychology  dictionaries psychoanalysis,BF173-175:Psychoanalysis
11189,cognitive psychology,BF199-202:Psychology
11190,shame shame  social aspects,BF511-593:Affection. Feeling. Emotion
11191,influence psychology violence suffering audiences  psychology spectators  psychology memory recollection psychology,BF728-794:Psychology
11192,guilt  psychological aspects shame  psychological aspects holocaust jewish 19391945  psychological aspects holocaust survivors  psychology,BF511-593:Affection. Feeling. Emotion
11193,child psychology,BF712-724:Developmental psychology
11194,emotions character responsibility,BF511-593:Affection. Feeling. Emotion
11195,persuasion psychology,BF636-637:Applied psychology
11196,freud sigmund 18561939 psychoanalysis  soviet union  history  20th century psychoanalysis  russia  history  20th century,BF173-175:Psychoanalysis
11197,selfesteem selfesteem  social aspects,BF697:Differential psychology. Individuality. Self
11198,narcissism,BF511-593:Affection. Feeling. Emotion
11199,crying,BF511-593:Affection. Feeling. Emotion
11200,psychology psychology  history,BF65-172:Psychology
11203,counseling psychology applied,BF636-637:Applied psychology
11204,child psychology child development experience in children,BF712-724:Developmental psychology
11205,attention broadbent donald e donald eric,BF309-499:Consciousness. Congition
11206,archetype psychology psychoanalysis,BF173-175:Psychoanalysis
11207,adolescence families interpersonal relations developmental psychology,BF712-724:Developmental psychology
11208,stress psychology stress psychology  social aspects,BF511-593:Affection. Feeling. Emotion
11209,fanaticism  psychological aspects religious fanaticism  psychological aspects,BF511-593:Affection. Feeling. Emotion
11210,psychology  philosophy psychoanalysis phenomenological psychology phenomenology,BF38-64:Philosophy
11212,freud sigmund 18561939 love psychoanalysis,BF173-175:Psychoanalysis
11213,phenomenological psychology,BF204-206:Psychology
11214,problem solving imagery psychology,BF309-499:Consciousness. Congition
11216,psychology  philosophy,BF38-64:Philosophy
11217,happiness in adolescence,BF712-724:Developmental psychology
11218,invective  psychological aspects blessing and cursing  psychological aspects threat psychology verbal behavior,BF309-499:Consciousness. Congition
11219,feminist psychology feminism women  psychology,BF199-202:Psychology
11220,psychology  philosophy,BF38-64:Philosophy
11221,boden margaret a  bibliography psychology  philosophy artificial intelligence,BF38-64:Philosophy
11222,intelligence tests nature and nurture cognition and culture,BF309-499:Consciousness. Congition
11224,counseling,BF636-637:Applied psychology
11225,longitudinal method,BF65-172:Psychology
11226,freud sigmund 18561939 death instinct psychoanalysis,BF173-175:Psychoanalysis
11227,masculinity men  psychology sex role jung c g carl gustav 18751961,BF173-175:Psychoanalysis
11228,consultants counseling helping behavior,BF636-637:Applied psychology
11229,thought and thinking  study and teaching problem solving  study and teaching,BF309-499:Consciousness. Congition
11230,jungian psychology alchemy  psychological aspects shadow psychoanalysis self,BF173-175:Psychoanalysis
11231,aggressiveness aggressiveness  longitudinal studies child psychology,BF511-593:Affection. Feeling. Emotion
11233,prejudices in children,BF712-724:Developmental psychology
11234,psychology  methodology psychology  methodology  religious aspects  christianity,BF38-64:Philosophy
11235,relaxation meditation attention,BF636-637:Applied psychology
11236,temperament  congresses temperament in children  congresses,BF795-839:Temperament. Character
11237,lacan jacques 19011981 psychoanalysis  france,BF173-175:Psychoanalysis
11238,cognition in children children  language,BF712-724:Developmental psychology
11239,consciousness mind and body,BF309-499:Consciousness. Congition
11240,positive psychology,BF204-206:Psychology
11243,sex differences psychology sex differences psychology  social aspects sex differences,BF692:Psychology of Sex. Sexual Behavior
11244,savants savant syndrome language acquisition,BF309-499:Consciousness. Congition
11245,personality and emotions interpersonal relations psychometrics,BF698:Personality
11246,selfperception group identity,BF697:Differential psychology. Individuality. Self
11247,bereavement  psychological aspects grief death  psychological aspects group counseling selfhelp groups,BF511-593:Affection. Feeling. Emotion
11248,primitive societies ethnopsychology social psychology,BF728-794:Psychology
11249,african americans  psychology minorities  psychology race awareness prejudices,BF511-593:Affection. Feeling. Emotion
11250,aggressiveness in adolescence  europe aggressiveness in children  europe school violence  europe youth  europe  crimes against violence in children,BF712-724:Developmental psychology
11251,reading psychology of,BF309-499:Consciousness. Congition
11252,competition psychology,BF636-637:Applied psychology
11253,lacan jacques 19011981  criticism and interpretation imagery psychology,BF65-172:Psychology
11255,memory,BF309-499:Consciousness. Congition
11256,selfesteem high school graduates  united states  psychology african americans  psychology,BF712-724:Developmental psychology
11257,ethnic attitudes child psychology race awareness prejudices in children,BF712-724:Developmental psychology
11258,piaget jean 18961980 cognition in children,BF712-724:Developmental psychology
11259,memory mnemonics  history,BF309-499:Consciousness. Congition
11260,linguistics language and languages  philosophy psycholinguistics,BF309-499:Consciousness. Congition
11261,piaget jean 18961980 cognition in children games,BF712-724:Developmental psychology
11262,evolutionary psychology  philosophy evolutionary psychology philosophy of mind,BF698:Personality
11263,mind and body dualism brain consciousness self,BF65-172:Psychology
11264,learning psychology of cognition psychology  philosophy,BF309-499:Consciousness. Congition
11270,selfrealization selfrealization  religious aspects,BF636-637:Applied psychology
11272,choice psychology resource partitioning ecology behavior evolution economics  psychological aspects psychology comparative human behavior,BF608-635:Will. Volition. Choice. Control
11273,brothers and sisters individual differences environmental psychology nature and nurture,BF712-724:Developmental psychology
11275,psychoanalysis fantasy,BF173-175:Psychoanalysis
11277,personality and emotions,BF698:Personality
11279,selfactualization psychology selfrealization conduct of life beck glenn ablow keith r,BF636-637:Applied psychology
11280,conversation verbal behavior psycholinguistics,BF309-499:Consciousness. Congition
11281,visual perception optical illusions psychophysiology,BF231-299:Sensation. Aesthesiology
11282,senses and sensation perception knowledge theory of,BF231-299:Sensation. Aesthesiology
11283,psychology  philosophy psychology  research,BF38-64:Philosophy
11284,love love  physiological aspects,BF511-593:Affection. Feeling. Emotion
11286,psychoanalysis  france,BF173-175:Psychoanalysis
11287,melancholy,BF511-593:Affection. Feeling. Emotion
11289,reward psychology motivation psychology behaviorism psychology,BF501-505:Motivation
11292,phenomenological psychology psychology  research psychology  methodology,BF204-206:Psychology
11293,psychoanalysis and culture civilization social psychology,BF173-175:Psychoanalysis
11294,older people  psychology aging  psychological aspects older people  counseling of,BF712-724:Developmental psychology
11295,piaget jean 18961980 cognition in children,BF712-724:Developmental psychology
11296,psychologists  certification psychologists  licenses counselors  certification counselors  licenses,BF65-172:Psychology
11298,self  social aspects  history  20th century civilization modern  20th century  psychological aspects pluralism  psychological aspects resilience personality trait,BF697:Differential psychology. Individuality. Self
11299,developmental psychology  soviet union  history,BF712-724:Developmental psychology
11301,psychology experimental psychology  methodology science  methodology,BF180-198:Experimental psychology
11302,aging  psychological aspects,BF712-724:Developmental psychology
11303,personality personality  case studies,BF698:Personality
11304,thought and thinking speech child psychology grammar comparative and general psycholinguistics language and languages,BF309-499:Consciousness. Congition
11305,emotions,BF511-593:Affection. Feeling. Emotion
11306,behaviorism psychology social sciences,BF199-202:Psychology
11312,counselors  training of counseling  study and teaching,BF636-637:Applied psychology
11314,thought and thinking reality physics  philosophy mathematics  philosophy,BF309-499:Consciousness. Congition
11315,psychometrics,BF38-64:Philosophy
11316,jung c g carl gustav 18751961 coincidence psychoanalysis and religion,BF173-175:Psychoanalysis
11317,altruism altruistic behavior in animals freud sigmund 18561939  knowledge  altruism,BF636-637:Applied psychology
11320,psychology  study and teaching  asia psychology  study and teaching  australasia psychology  research  asia psychology  research  australasia,BF65-172:Psychology
11321,creative ability creation literary artistic etc,BF309-499:Consciousness. Congition
11322,personality  social aspects personality and culture,BF698:Personality
11323,personality,BF698:Personality
11325,berlyne d e motivation psychology curiosity aesthetics  psychological aspects,BF501-505:Motivation
11326,transpersonal psychology,BF204-206:Psychology
11327,intimacy psychology,BF511-593:Affection. Feeling. Emotion
11330,escape psychology nature culture,BF511-593:Affection. Feeling. Emotion
11331,psychology  vocational guidance psychology applied  vocational guidance,BF65-172:Psychology
11332,counseling  study and teaching internship  handbooks manuals etc,BF636-637:Applied psychology
11333,psychoanalysis and culture popular culture  psychological aspects,BF173-175:Psychoanalysis
11336,communication  psychological aspects bateson gregory 19041980,BF636-637:Applied psychology
11337,cognition sex differences psychology sex role,BF309-499:Consciousness. Congition
11339,decision making intuition,BF309-499:Consciousness. Congition
11340,psychoanalysis and culture,BF173-175:Psychoanalysis
11341,emotions in children,BF712-724:Developmental psychology
11342,environmental psychology,BF908-940:The hand. Palmistry
11343,ego psychology psychotherapy psychoanalysis,BF173-175:Psychoanalysis
11344,psychology  history psychology  early works to 1850,BF65-172:Psychology
11345,intellect adaptability psychology,BF309-499:Consciousness. Congition
11346,psychic trauma and mass media  united states digital media  united states,BF173-175:Psychoanalysis
11347,rogers carl r carl ransom 19021987 humanistic psychology philosophical theology clientcentered psychotherapy,BF65-172:Psychology
11350,death  psychological aspects fear of death terror,BF728-794:Psychology
11351,psychometrics,BF38-64:Philosophy
11352,personal construct theory personality psychotherapy,BF698:Personality
11353,selfperception social perception self,BF697:Differential psychology. Individuality. Self
11354,empathy group identity human rights,BF511-593:Affection. Feeling. Emotion
11355,reading psychology of reading disability visual perception,BF309-499:Consciousness. Congition
11356,decision making goal psychology interpersonal relations decision making  computer programs slade stephen vote,BF309-499:Consciousness. Congition
11357,mahadevan rajan memory memory  case studies mnemonics,BF309-499:Consciousness. Congition
11358,developmental psychology  methodology longitudinal method,BF712-724:Developmental psychology
11359,success  psychological aspects depression mental  social aspects masculinity  social aspects,BF636-637:Applied psychology
11360,freud sigmund 18561939 time  history memory  history,BF173-175:Psychoanalysis
11361,sudden death  psychological aspects bereavement  psychological aspects grief,BF728-794:Psychology
11362,grief in children magical thinking in children,BF712-724:Developmental psychology
11364,identity psychology  social aspects,BF697:Differential psychology. Individuality. Self
11365,psychology  south africa  history psychology  philosophy ethnopsychology social psychology critical psychology,BF65-172:Psychology
11366,sex psychology sex gender identity interpersonal relations,BF692:Psychology of Sex. Sexual Behavior
11367,counseling psychologists  professional ethics psychotherapy  moral and ethical aspects counseling psychologist and client,BF636-637:Applied psychology
11369,bereavement  psychological aspects grandchildren  death  psychological aspects grandparents  psychology reed mary lou 1934,BF511-593:Affection. Feeling. Emotion
11370,grief bereavement  psychological aspects children  death  psychological aspects loss psychology care of the sick,BF511-593:Affection. Feeling. Emotion
11373,reading  psychological aspects  congresses reading  social aspects  congresses reading  political aspects  congresses reading psychology of  congresses,BF309-499:Consciousness. Congition
11374,counseling  research  case studies psychotherapy  research  case studies,BF636-637:Applied psychology
11375,reasoning  ability testing reasoning psychology intelligence levels cognition,BF309-499:Consciousness. Congition
11377,adulthood counseling,BF712-724:Developmental psychology
11379,winnicott d w donald woods 18961971 psychoanalysis infant psychology,BF173-175:Psychoanalysis
11380,psychoanalysis  social aspects social problems  psychological aspects civilization modern  20th century  psychological aspects crises  psychological aspects political psychology,BF173-175:Psychoanalysis
11382,psychology comparative,BF660-685:Comparative psychology. Animal and human psychology
11384,listening interpersonal communication,BF309-499:Consciousness. Congition
11386,facial expression in art physiognomy in literature physiognomy  france  history  18th century,BF840-885:Physiognomy. Phrenology
11387,creative ability inspiration magical thinking confidence courage conduct of life,BF309-499:Consciousness. Congition
11390,adulthood  psychological aspects learning psychology of adult learning,BF712-724:Developmental psychology
11391,psychoanalysis and religion freud sigmund 18561939  religion bible  psychology,BF173-175:Psychoanalysis
11392,reading reading psychology of,BF309-499:Consciousness. Congition
11393,learning psychology of cognition association of ideas,BF309-499:Consciousness. Congition
11394,gifted older people  united states  longitudinal studies gifted children  united states  longitudinal studies terman lewis m lewis madison 18771956,BF712-724:Developmental psychology
11395,attachment behavior in children mother and infant,BF712-724:Developmental psychology
11397,stress psychology stress management,BF511-593:Affection. Feeling. Emotion
11398,psychoanalysis,BF173-175:Psychoanalysis
11401,space perception space perception in children space perception  physiological aspects orientation psychology perceptualmotor processes,BF309-499:Consciousness. Congition
11402,psychology  philosophy psychology  research time  psychological aspects traumatic neuroses,BF38-64:Philosophy
11403,free will and determinism brain  research,BF608-635:Will. Volition. Choice. Control
11404,association of ideas dutch language  glossaries vocabularies etc,BF309-499:Consciousness. Congition
11407,psychology  research  methodology social sciences  methodology psychodynamic psychotherapy  research,BF65-172:Psychology
11408,mind and body consciousness drugs  psychological aspects,BF65-172:Psychology
11411,james william 18421910 psychologists  united states  biography psychology  united states  history,BF65-172:Psychology
11412,decision making judgment choice psychology,BF309-499:Consciousness. Congition
11413,work  psychological aspects mental fatigue,BF309-499:Consciousness. Congition
11414,identity psychology  congresses,BF697:Differential psychology. Individuality. Self
11415,achievement motivation  congresses,BF501-505:Motivation
11416,psychoanalysis psychoanalysis  history,BF173-175:Psychoanalysis
11417,creative ability creative ability  social aspects,BF309-499:Consciousness. Congition
11418,self identity psychology affect psychology narcissism self concept affect ego personality disorders self psychology,BF697:Differential psychology. Individuality. Self
11420,genetic psychology socialization love,BF699-711:Genetic Psychology
11421,personality,BF698:Personality
11422,vontress clemmont e 1929 crosscultural counseling,BF636-637:Applied psychology
11423,power social sciences statesmen control psychology,BF608-635:Will. Volition. Choice. Control
11424,personality and culture achievement motivation,BF660-685:Comparative psychology. Animal and human psychology
11426,psychoanalysis lacan jacques 19011981 klein melanie,BF173-175:Psychoanalysis
11427,mental representation,BF309-499:Consciousness. Congition
11428,crosscultural counseling crosscultural counseling  case studies,BF636-637:Applied psychology
11430,seduction  psychological aspects femininity seduction in literature femininity in literature seduction in art femininity in art feminism,BF636-637:Applied psychology
11431,phenomenological psychology psychology  philosophy east and west psychotherapy,BF204-206:Psychology
11432,emotional intelligence,BF511-593:Affection. Feeling. Emotion
11433,humanistic psychology  bibliography,BF204-206:Psychology
11434,body image,BF697:Differential psychology. Individuality. Self
11435,fantasy dreams hypnotism hallucinations and illusions fantasy  therapeutic use,BF309-499:Consciousness. Congition
11436,none,BF309-499:Consciousness. Congition
11437,developmental psychology  research psychobiology  research,BF712-724:Developmental psychology
11438,psychoanalysis psychotherapy freud sigmund 18561939,BF173-175:Psychoanalysis
11439,none,BF173-175:Psychoanalysis
11440,modularity psychology evolutionary psychology selfdeception,BF309-499:Consciousness. Congition
11441,none,BF712-724:Developmental psychology
11442,none,BF180-198:Experimental psychology
11443,emotional intelligence,BF511-593:Affection. Feeling. Emotion
11444,psychological tests,BF309-499:Consciousness. Congition
11445,laughter,BF511-593:Affection. Feeling. Emotion
11446,encouragement,BF636-637:Applied psychology
11447,psychoanalysis,BF173-175:Psychoanalysis
11448,none,BF65-172:Psychology
11449,cognition psycholinguistics perception,BF309-499:Consciousness. Congition
11450,none,BF309-499:Consciousness. Congition
11451,interpersonal conflict,BF636-637:Applied psychology
11452,friendship,BF511-593:Affection. Feeling. Emotion
11453,none,BF712-724:Developmental psychology
11454,alexander technique  bibliography,BF65-172:Psychology
11455,face perception,BF231-299:Sensation. Aesthesiology
11456,burt cyril 18831971 psychologists  england  biography,BF65-172:Psychology
11457,attachment behavior in children child psychopathology,BF712-724:Developmental psychology
11460,mnemonics,BF309-499:Consciousness. Congition
