	Title	Call_Number
11950	cognition	311
11951	mind and body	151
11952	helping behavior	637
11953	humanistic psychology	204
11954	personality	724.85
11956	magic 	1621
11957	memory	371
11958	piaget	723
11959	success 	637
11960	parental deprivation 	723
11961	evolutionary psychology	698.95
11962	nelson	637
11963	psychology	121
11964	stress psychology	575
11965	hypnotism	1152
11966	parapsychology	1032
11967	androgyny psychology	692.2
11968	sex differences psychology	692.2
11969	death 	789
11972	sex differences psychology	692.2
11973	projective techniques	698.7
11976	emotions 	511
11980	imagination	408
11983	school children	723
11985	memory	371
11987	preyer	712.5
11988	people with social disabilities 	637
11989	teachers 	723
11991	identity psychology	697
11992	psychology 	76.5
11993	communication 	637
11994	psychoanalysis	173
11995	psychoanalysis	173
11996	hate	575
11997	adolescent psychology	724
11998	positive psychology	204.6
11999	freud	173
12000	psychoanalysis	173
12001	habit	335
12008	psychology	171
12009	interpersonal communication	637
12010	demonology 	1517
12011	creative thinking	408
12012	psychoanalysis and art	21
12013	consciousness	311
12014	witchcraft 	1584
12015	hypnotism	1141
12016	behavior modification	637
12017	psychology 	38.5
12018	intellect 	431
12019	consciousness	311
12020	parent and child	723
12021	occultism 	1434
12022	climatic changes 	353.5
12023	attachment behavior	575
12024	meaning psychology	463
12025	memory	371
12026	creative ability	408
12027	reasoning psychology	442
12028	psychology	636
12029	cognition	311
12030	behavior modification	637
12031	senses and sensation 	233
12032	klein	173
12033	government	175.4
12034	witchcraft 	1584
12039	oils and fats 	1591
12040	negotiation 	637
12041	violence 	575
12042	cognition	311
12043	memory in old age 	724.85
12044	persuasion psychology	637
12045	bereavement 	575
12046	adulthood 	724.5
12047	freud	175
12048	older people 	724.55
12049	genetic psychology	701
12050	body language	637
12053	psychology 	38
12054	new thought 	645
12055	adler	175.5
12056	visual perception	241
12057	freud	173
12058	emotions	511
12059	emotions 	531
12060	psychoanalysis	175
12061	mental representation	316.6
12062	hermetism	1600
12063	developmental psychology 	712.5
12064	books and reading	456
12065	child psychology	721
12066	none	481
12067	none	311
12068	love	575
12069	speech perception	455
12070	cognition in children	723
12071	bandura	109
12072	change psychology	637
12074	occultism	1411
12075	happiness	575
12076	blind 	456
12077	witchcraft	1566
12078	learning	318
12079	putnam	175
12080	magic 	1591
12081	memory	371
12082	mind and body	161
12083	reasoning psychology	442
12084	persuasion psychology	637
12085	automatism	1301
12086	walker	637
12087	psychology 	75
12088	reasoning psychology	441
12090	freud	109
12091	magic	1611
12092	witchcraft 	1584
12094	grail 	1442
12095	cognition	311
12096	learning	318
12097	piaget	431
12098	implicit learning	319.5
12099	behavior modification	637
12100	shame	575
12101	piaget	721
12102	personality 	698.9
12103	superstition 	1775
12104	psychology 	105
12105	mnemonics	385
12106	psychology	173
12107	sibyls	1768
12108	free will and determinism	621
12111	selfperception	697.5
12112	creative ability	723
12113	scale analysis psychology 	39.5
12114	cognitive science	311
12115	senses and sensation	233
12116	child psychology	721
12117	interpersonal relations	636
12119	psychology 	105
12120	adolescence	723
12126	humiliation	575
12135	prejudices 	575
12136	witchcraft 	1576
12137	selfrealization	637
12149	self 	697
12150	mind and body	161
12151	jesus christ 	1311
12152	imagination	408
12153	interpersonal communication	637
12154	object relations psychoanalysis	175.5
12155	educational tests and measurements 	431
12156	parapsychology 	1031
12157	cognition 	311
12158	conditioned response 	319
12159	sex psychology	175.5
12160	sex differences psychology	692.2
12161	behaviorism psychology	199
12162	adler	175
12163	reading	456
12164	subconsciousness	315
12165	nature and nurture	341
12167	death 	789
12168	sex role	692.2
12169	dreams	1078
12170	happiness	575
12171	wit and humor 	575
12172	attachment behavior 	575
12173	psychologists 	76
12174	consciousness	311
12175	superstition	1775
12176	science and astrology	1729
12177	learning	318
12178	consciousness	311
12179	aggressiveness	575
12180	grief	575
12181	astrology	1708.1
12182	humanistic psychology	204
12183	evolutionary psychology 	323
12185	emotions	511
12186	thought and thinking 	444
12187	creative ability	408
12188	future life	1311
12189	environmental psychology	353
12190	decision making	448
12191	attitude psychology	327
12193	psychometrics	39
12194	perceptualmotor processes	295
12196	psychology 	76.5
12197	piaget	723
12198	selfperception in children	723
12199	counseling 	637
12201	creative ability	408
12203	psychology 	76.5
12204	decision making 	448
12205	emotions	561
12206	good and evil 	789
12207	magic	1591
12208	problem solving	441
12209	body image in women	697.5
12210	loneliness	575
12211	mental representation	316.6
12212	memory	371
12214	psychoanalysis 	173
12215	mind and body	150
12216	emotions and cognition 	531
12217	psychoanalysis	173
12218	social skills in children	723
12219	freud	173
12220	psychic trauma	175.5
12221	prejudices	575
12222	personality and social intelligence	698.9
12223	cognition	311
12224	prophecies occultism	1815
12225	developmental psychology	713
12226	psychic trauma	175.5
12227	cognition 	311
12228	performance 	481
12229	personality development	723
12230	stress psychology 	575
12231	visual perception 	241
12232	genetic psychology	701
12233	personality 	698
12234	interviewing	637
12237	intellect	431
12238	creation literary	408
12240	loglinear models	39
12241	categorization psychology in children	723
12242	visual perception	241
12243	psychoanalysis	173
12245	psychoanalysis 	175
12246	piaget	717
12247	mescaline	209
12248	oedipus greek mythological figure	173
12249	communication	637
12250	emotions	531
12252	perception	311
12253	psychology 	39.5
12254	devil	1548
12255	psychology 	38.5
12256	psychoanalysis 	175
12257	psychoanalysis	175
12258	lavater	851
12259	psychophysics 	237
12260	negotiation	637
12261	suffering	789
12262	male friendship	575
12263	adjustment psychology	335
12264	parapsychology 	1045
12265	rhine	1027
12266	peirce	175.4
12268	psychology and religion	51
12269	psychoanalysis	175
12270	sleep	1071
12271	opposition	455
12272	consciousness 	311
12274	behaviorism psychology	199
12275	visual perception	241
12276	piaget	723
12277	developmental psychology	713.5
12278	childrens drawings 	723
12279	motivation psychology 	683
12281	cognition in children 	723
12282	piaget	723
12284	mental representation	316.6
12286	selfactualization psychology	637
12287	occultism 	1023
12288	memory	371
12289	psychology 	57
12291	negotiation	637
12293	creative ability	411
12294	cognition 	724.55
12295	success 	637
12296	self 	697
12297	english language 	698.35
12298	cognition in children	723
12299	freud	109
12300	reversal theory psychology	503
12301	developmental psychology 	712.5
12302	memory	371
12304	aggressiveness	575
12305	psychoanalysis	175.4
12306	child mental health 	722
12307	paracelsus	1598
12308	case method	38.5
12309	skinner	319.5
12310	cognitive psychology 	201
12311	laughter	575
12312	motivation psychology	503
12313	creative ability	408
12314	theurgy 	1623
12315	consciousness	311
12316	freud	109
12318	ability	431
12319	child psychology	721
12320	jung	173
12321	social perception in children	723
12322	psychologists 	30
12323	environmental psychology	353
12324	bereavement 	575
12325	psychology	121
12326	physiognomy 	851
12327	emotions	531
12328	social psychology	76.5
12329	consciousness	311
12330	children and death	723
12331	behaviorism psychology 	199
12332	psychometrics	39
12333	children and death	723
12334	psychology 	76.5
12335	intellect	431
12337	deception	637
12338	psychological tests	176
12339	anger in children	723
12340	psychology 	145
12341	ghosts 	1472
12342	magic	1591
12343	magic	1591
12344	intellect	431
12345	cognitive science	311
12346	stress in adolescence 	724.3
12347	crosscultural counseling	637
12348	race awareness in children	723
12349	moon 	1723
12350	crosscultural counseling 	637
12351	prejudices 	575
12352	joy	575
12353	autoshaping psychology	319.5
12354	marijuana 	209
12355	apologizing 	575
12356	new thought	639
12357	love	575
12358	psychology	181
12359	will	611
12360	social psychology	181
12361	maturation psychology	710
12362	emotions	531
12363	child psychology	721
12364	selfperception	697
12365	ability	431
12366	sympathy	575
12367	counseling	637
12368	gifted children	723
12369	parapsychology 	1032
12370	crosscultural counseling	637
12371	subconsciousness 	311
12372	selfacceptance	575
12373	educational tests and measurements 	431
12374	memory	371
12375	personality	698
12376	goal psychology	503
12377	haunted places 	1472
12378	crisis intervention mental health services	204.5
12379	thought and thinking	441
12380	self	697
12381	ghosts 	1461
12382	decision making	441
12383	personality	698
12384	personal construct theory	698.9
12385	biofeedback training	319.5
12386	intellect	431
12387	visual perception	241
12388	helplessness psychology	575
12389	myersbriggs type indicator	698.8
12390	cognition in children	723
12391	expression	588
12394	crosscultural counseling	637
12396	cognition	311
12400	speech	455
12401	death 	789
12402	motivation psychology	503
12403	fanaticism 	575
12404	psychological tests	176
12405	psychology	181
12406	left and right psychology	723
12407	consciousness	311
12408	psychoanalysis	175
12409	memory disorders	376
12410	self	697
12411	cognition in children	723
12412	psychological tests 	176
12413	child psychology	721
12414	behavior modification	637
12415	psychology 	76.8
12416	cayce	1027
12417	moral development	723
12418	psychology 	76.5
12419	consciousness	408
12420	death	723
12421	ethnocentrism	731
12423	psychology 	93
12424	set psychology	441
12425	educational tests and measurements 	431
12426	magic 	1588
12427	psychology 	95
12428	theocracy 	1999
12430	nostradamus	1815
12431	transcendental meditation	637
12432	women 	23
12433	piaget	723
12434	psychology 	77
12435	intentionalism	619.5
12436	trust	575
12437	intentionalism	619.5
12438	vulnerability personality trait 	698.35
12439	creative ability	408
12440	developmental psychology	713
12441	shame	575
12443	transcendental meditation	637
12444	aging 	724.85
12445	motivation psychology	503
12446	selfperception in children	723
12447	child psychology 	722
12448	psychology 	108
12449	behavioral assessment	176.5
12450	child psychology	721
12451	developmental psychology	713
12452	dreams	1078
12455	child psychology	721
12456	personality	698
12457	thought and thinking	455
12458	metacognition	311
12459	fear	575
12460	success	637
12461	memory disorders	376
12462	psychology and religion	51
12463	imagery psychology in children	723
12464	adolescent psychology 	724
12465	psychoanalysis	173
12466	demonology 	1501
12467	fear	575
12468	psychology 	31
12469	consciousness	311
12470	psycholinguistics 	455
12471	stewart	1078
12472	cognition	311
12473	attachment behavior in children	720
12474	behavior modification	637
12475	parent and child	723
12476	personality in children	723
12477	behavior modification	637
12478	forgiveness	637
12479	child psychology	721
12481	magic	1623
12482	crowding stress in children	353.5
12483	magic	1611
12484	freud	173
12485	infant psychology	723
12486	noise 	205
12487	jung	1999
12488	infant psychology	723
12489	twins 	723
12490	witchcraft 	1584
12492	neopaganism 	1583
12493	selfperception	697
12496	deception	637
12497	movement	295
12498	children and death	723
12499	erikson	721
12500	yi jing 	1773.2
12501	intelligence levels	432
12502	nature 	353.5
12503	good and evil 	789
12504	friendship in children	723
12505	evolutionary psychology	698.95
12506	insanity law	423
12507	counseling	637
12508	psychoanalysis	173
12510	interpersonal communication 	637
12511	behavioral assessment 	39.5
12512	psychology	121
12514	intentionalism	619.5
12516	adolescent psychology	724
12517	parapsychology	1031
12518	psychology	181
12519	stanfordbinet test	432.5
12520	pascal computer program language	1582
12521	rorschach test	698.8
12522	consciousness	311
12523	psychological tests 	176
12524	psychology	121
12525	psychology	181
12527	cognition in children	723
12528	loneliness	575
12529	nature 	353
12530	psychology	121
12532	developmental psychology	701
12533	spiritualism 	1265
12534	demoniac possession	1517
12536	change psychology	637
12541	thematic apperception test	698.8
12542	listening 	323
12543	death 	789
12544	developmental psychology	713
12545	decision making	448
12546	identity psychology	697
12547	interpersonal conflict	637
12548	older couples 	724.8
12549	selfactualization psychology	637
12550	identity psychology	697
12551	magic 	1622
12552	psychology	173
12553	harlow	109
12554	ifa religion	1779
12555	freud	175.4
12556	leadership	637
12557	influence psychology	774
12558	parent and child	723
12559	expression 	591
12560	mind and body	163
12561	language and emotions	582
12562	myth 	175.5
12563	aging 	724.55
12564	transpersonal psychology	204.7
12565	curiosity 	323
12566	psychoanalysis and philosophy	175.4
12567	environmental psychology 	353
12568	psychological tests 	176
12569	psycholinguistics	455
12570	emotions in children	723
12571	children 	575
12573	astrology 	1683
12574	human genetics	431
12575	selfperception	697.5
12576	phenomenological psychology	204.5
12577	listening 	323
12578	parapsychology 	1045
12579	serrate pérez	1999
12580	parental deprivation	723
12581	behavioral assessment of children	722
12582	lacan	109
12583	attention	321
12584	cognition	311
12585	developmental psychology	719.6
12586	parapsychology	1031
12587	psychology 	105
12588	conduct of life	637
12589	environmental psychology	353.5
12590	psychoanalysis	173
12591	reasoning psychology	442
12592	psychology	41
12593	psychoanalysis and religion	175.4
12594	forgiveness 	637
12595	similarity psychology	21
12596	brightness perception	241.7
12597	creation literary	408
12598	psychoanalysis	21
12599	shamans 	1281
12600	decision making	448
12601	moral development	723
12602	psychological tests 	176.2
12603	fanaticism 	575
12604	personality	698
12605	emotions 	531
12606	jewish astrology	1714
12607	leadership	637
12608	spatial behavior	469
12609	shamanism	1611
12610	discursive psychology	201.3
12611	creative ability	408
12612	psychology	181
12613	psychometrics	39
12614	friendship	575
12615	psychological consultation	637
12616	nature and nurture	341
12617	selfesteem	697.5
12618	jealousy	575
12619	psychology	121
12620	indians of north america 	1622
12621	psychology	121
12622	flaubert	698
12623	psychoanalysis 	175
12624	psychology	149
12625	peace of mind	637
12626	education 	76.5
12627	personality assessment	698.4
12628	adolescent psychology	724
12629	humboldtuniversität zu berlin sektion psychologie	76.5
12630	psychological tests for children	722
12631	memory in infants	720
12633	psychometrics	39
12634	psychoanalysis	173
12635	introversion in children	723
12636	psychoanalysis and feminism 	175.4
12637	sex psychology	692
12638	psychoanalytic counseling	175.4
12640	developmental psychology 	713
12641	concepts	443
12642	jung	173
12643	psychoanalysis	175.45
12644	psychology 	105
12645	witchcraft 	1584
12646	threat psychology	575
12647	body image	697.5
12648	internalization	21
12649	reading	456
12650	intellect	431
12651	emotional maturity	710
12652	love	575
12653	personality	698
12654	counseling	637
12655	emotions	531
12656	interpersonal communication	637
12657	leadership	637
12658	superstition	1602
12659	personal construct theory	698
12660	spiritualism	1042
12662	environmental psychology	353
12665	magic	1598
12666	magic	1623
12667	manuscripts	1765
12668	intellect	431
12669	creative ability 	408
12671	body language 	295
12672	social psychology	455
12674	social psychology	121
12675	interpersonal relations	636
12677	discrimination in housing	636
12678	developmental psychology	713
12679	developmental psychology	713
12680	nature and nurture	701
12681	autobiographical memory	378
12682	performance 	481
12683	child psychology	121
12684	intellect 	431
12685	spirit writings	1301
12686	creative thinking	408
12687	creative ability	408
12688	adaptability psychology in children	723
12689	character 	818
12690	vygotskiĭ	318
12691	bullying	637
12692	selfpresentation	697.5
12693	resilience personality trait	698.35
12695	creative ability	408
12696	helping behavior	637
12697	identity psychology	697
12698	subconsciousness	315
12699	astrology	1708.1
12700	psychologists 	109
12701	crosscultural counseling	637
12702	internet 	637
12703	individuation psychology	175.5
12704	fear	575
12706	space perception in children 	723
12707	humor in children	723
12708	space perception	469
12709	death 	789
12710	visualization	367
12711	memory 	375
12712	learning	318
12713	narcissism	575
12714	learning	318
12715	developmental psychobiology	701
12716	friendship 	575
12717	middle age	724.65
12718	death 	789
12719	psychology 	108
12720	consciousness	311
12721	perceptualmotor learning	295
12722	psychology	121
12723	fanaticism 	575
12724	psychology	149
12725	psychology	131
12726	psychometrics	39
12727	creative ability	408
12728	personality disorders	1211
12729	emotions	531
12730	psychophysiology	161
12731	cognition	311
12732	men 	692.5
12733	memory	376
12734	psychology	123
12735	psychology	121
12736	good and evil 	789
12737	adulthood	724.5
12738	evolution 	671
12739	belief and doubt	773
12740	psychology	122
12741	psychology	131
12743	superstition	1602
12744	visual perception 	241
12747	selfactualization psychology	637
12748	bashfulness	575
12749	death 	789
12750	consciousness	311
12752	adolescent psychology	724
12753	individuality	697
12755	crosscultural counseling	637
12757	death 	789
12758	motivation psychology	503
12759	motor learning	723
12761	psycholinguistics	455
12762	james	109
12763	developmental psychology	713
12765	psychoanalysis	173
12766	stress in children	723
12767	boredom	575
12768	creative ability	408
12769	adolescent psychology	724
12770	selfperception	637
12771	psychology	76.5
12772	assertiveness psychology	575
12775	creative ability	408
12776	psychology 	39.4
12777	trust	575
12778	psychoanalysis	173
12779	birth order	723
12780	child psychology 	721
12781	psychoanalysis	175
12782	intimacy psychology	575
12783	perception	311
12786	work	481
12787	creative ability	411
12788	self	697
12789	perception	311
12790	cognition	311
12791	freud	173
12792	feedback psychology	319.5
12793	lacan	173
12794	freud	173
12795	problem solving	441
12796	happiness	575
12797	psychological tests	176
12798	internet in experimental psychology	198.7
12799	psycholinguistics 	455
12800	interest psychology	323
12801	developmental psychology	341
12802	love	575
12803	motivation psychology	503
12804	psychological tests	431
12805	affect psychology	588
12806	cognition 	311
12807	grief	575
12808	piaget	723
12809	psycholinguistics 	455
12810	children 	432
12811	premature infants 	720
12812	psychology 	39
12813	dream interpretation	1078
12814	intellect	431
12815	environmental psychology	353
12816	child development 	721
12817	adulthood 	724.55
12818	fortunetelling	1879
12819	communication 	311
12820	affect psychology	531
12821	cognition	311
12822	intellect	431
12823	intrinsic motivation	503
12824	astrology	1708.1
12825	personality 	698
12826	behaviorism psychology	199
12827	interpersonal communication	637
12828	problem solving	441
12829	cognitive learning	311
12830	magic	1591
12831	spatial behavior	469
12832	psychology	121
12833	stress in children	723
12834	middle age 	724.6
12835	psychoanalysis	173
12836	personality	698
12837	creative ability	408
12838	emotions	531
12839	psychologists 	80.8
12840	green	789
12841	happiness	575
12842	cognition in children	723
12843	gifted children	723
12844	psychology	671
12845	grief	723
12846	occultism	1412
12847	brothers and sisters	723
12848	human information processing	444
12850	age and intelligence	431
12851	assertiveness psychology	575
12852	judgment logic	38
12853	psychoanalysis	175
12854	learning	318
12855	hypnotic susceptibility	1156
12856	conduct of life 	335
12857	bereavement 	575
12858	perfectionism personality trait	698.35
12859	loss psychology in children	723
12860	psychoanalysis 	173
12861	dreams	1078
12862	personality	698
12863	witchcraft 	1575
12864	fromm	109
12865	gedo	109
12867	perception	311
12868	cognition	311
12869	gifted children	723
12870	loss psychology	575
12871	transcendental meditation 	637
12872	leadership 	637
12873	mysticism	1003
12874	mysteries	1003
12875	spirit	1003
12876	sex psychology 	692
12877	religions	1003
12878	loneliness	575
12879	leadership 	637
12880	feminist psychology	201.4
12881	genetic psychology	701
12882	signal detection psychology	441
12883	visual perception	241
12885	cognition	311
12887	social psychology	698
12891	leadership	637
12893	youth	637
12894	multidimensional scaling 	39
12897	identity psychology in adolescence	724.3
12902	french language	112
12906	movement	295
12908	prophecies occultism	1815
12909	feng shui	1779
12910	categorization psychology	445
12911	psychoanalysis	173
12912	play 	724
12913	typology psychology	698.3
12915	national characteristics	753
12916	physiognomy	858
12917	cognition	311
12918	psychology	21
12919	tarot	1879
12920	magic	1611
12921	magic 	1589
12922	typology psychology	698.3
12923	witchcraft	1571
12924	tarot	1879
12925	spiritualism 	1242
12926	stress management for children	723
12929	dogmatism	698.35
12931	success 	637
12932	sex customs 	692
12933	behaviorism psychology	199
12934	success	637
12935	autonomy psychology	575
12936	selfdeception	697
12937	psychoanalysis 	175
12938	freud	109
12939	fear	575
12940	psychoanalysis	175
12941	personality change	698.2
12942	space perception	469
12943	forgiveness	637
12944	conversation 	637
12945	age and intelligence	433
12946	social perception in children	723
12947	minnesota multiphasic personality inventory	698.8
12948	child development 	721
12949	psychology and religion	51
12950	perception	311
12951	temperament in children 	798
12952	listening	323
12953	demoniac possession	1555
12954	psychoanalysis 	173
12955	counseling	637
12956	psychology	131
12957	intentionalism	619.5
12958	cognitive science	311
12959	joint attention	323
12960	intimacy psychology	575
12961	psychoanalysis	173
12962	psychology 	38
12963	visual perception	241
12964	counseling	637
12965	selfhelp techniques 	632
12966	reading	456
12967	interpersonal communication	637
12969	change psychology	637
12974	psychoanalysis and philosophy	175.4
12976	stress in children	723
12977	creation literary	408
12978	personality and occupation	698.9
12979	aging 	724.55
12980	memory	371
12981	ethnopsychology	21
12982	personality	698
12983	twins 	723
12984	psychology 	76.5
12985	security psychology	575
12986	representation psychoanalysis	175.5
12987	psychology 	77
12989	persuasion psychology	637
12990	counseling	637
12991	grief	575
12992	psychology 	38
12993	dreams	1078
12994	psychology	181
12996	bashfulness	575
12997	remorse	575
12998	psychological tests	176
12999	parapsychology	1032
13000	witchcraft	1565
13001	humor in children	723
13002	psychological tests	176
13003	achievement motivation	504
13006	loss psychology	724.65
13008	interpersonal communication in children	723
13009	stress psychology	575
13010	happiness	575
13014	psychologism	41
13015	psychobiology	789
13020	creative ability 	410
13022	prophecies 	1791
13023	psychological tests	176
13024	interpersonal communication	637
13025	peace of mind	637
13026	education	723
13027	social sciences	698.35
13028	cognition 	724.55
13029	ability 	431
13030	personality	698
13032	freud	173
13037	repertory grid technique	698.8
13038	child psychology	721
13039	child psychology	721
13040	demoniac possession 	1517
13041	interpersonal communication in children 	723
13042	relaxation 	637
13043	behaviorism psychology	199
13044	rorschach test	698.8
13045	reasoning in children	723
13046	freud	173
13047	mind and body	161
13048	meetings	637
13049	jung	109
13050	counseling	637
13051	human information processing 	455
13052	psychology	149
13053	habit	335
13054	face perception	241
13055	memory	371
13056	autonomy psychology	575
13057	difference psychology	697
13058	symbolism psychology in children 	723
13060	attachment behavior	575
13061	creative ability	408
13062	cognition 	311
13063	solomon	319
13064	interest psychology	323
13065	choice psychology	611
13066	magic	1591
13067	pattern perception	294
13068	death 	789
13069	psychoanalysis	173
13070	freud	175
13071	freud	173
13072	infant psychology	723
13073	counseling	637
13074	success 	637
13075	cognition in children 	723
13076	prospective memory	378
13077	fantasy	175.5
13078	magic 	1593
13079	neo personality inventory	698.8
13080	temperament	798
13081	reading	456
13082	astrology	1713
13083	psychoanalysis	173
13084	identity psychology	697
13085	behavior modification	637
13086	adlerian psychology	175.5
13087	cognition	311
13088	grief	575
13090	alien abduction	2050
13091	psycholinguistics	455
13092	thought and thinking	441
13093	chomsky	341
13094	meaning psychology	455
13095	psychometrics	39
13096	psychology 	95
13097	piaget	713.5
13098	freud	109
13099	psychometrics 	39
13100	body language 	637
13101	leadership	637
13102	dreams	1078
13103	factor analysis	93.2
13104	minnesota multiphasic personality inventory	698.8
13105	national characteristics	755
13106	ability	118
13107	child psychology	721
13108	psychology	57
13109	reward psychology	319.5
13110	anger	575
13111	freud	173
13112	psychoanalysis 	175
13113	grief in children 	723
13114	creative ability	408
13115	shortterm counseling	637
13116	stress psychology	575
13117	consciousness	311
13118	psychology 	121
13119	architecture 	353
13120	posttraumatic stress disorder 	175.5
13121	personality assessment	698.4
13122	imagery psychology	367
13123	aggressiveness	575
13124	synesthesia	495
13125	burn out psychology	481
13126	rejection psychology	575
13127	lacan	173
13128	perception	311
13129	successful people	637
13130	occultism	1583
13131	consciousness	311
13132	psychology 	76.5
13133	occultism	1999
13134	underachievers 	698.9
13135	psychology 	95
13136	psychology 	76.5
13137	success 	637
13138	vygotskiĭ	109
13139	psychology 	76.5
13140	parent and child	723
13142	melancholy	575
13143	new thought	639
13146	twins 	723
13147	reading	456
13148	humiliation 	575
13149	assertiveness psychology 	575
13150	masculinity	175.5
13151	mnemonics	385
13152	cognition	311
13153	witchcraft 	1584
13154	grief in adolescence	724.3
13155	parent and child	723
13156	mccosh	80.7
13157	psychology	76.5
13158	psychology 	76.5
13159	piaget	723
13160	infant psychology	719
13161	none	721
13162	three the number	1623
13163	motivation psychology	683
13164	curiosity	723
13165	psychology 	80.7
13166	social psychology	698
13168	identification psychology	723
13169	personality and culture	698.9
13170	love	575
13171	astrology 	1679
13172	orientation psychology 	299
13173	psychology 	76.5
13174	personality	698
13175	cognition in children	723
13176	counseling	637
13177	successful people 	637
13178	piaget	431
13179	emotions in children	723
13181	thought and thinking	441
13182	operant behavior	319.5
13183	counseling	637
13184	memory	371
13185	freud	173
13186	regression analysis	39.2
13187	cognition in children	723
13188	counseling 	637
13189	cognitive science	311
13190	grief	575
13191	psychoanalysis	173
13192	fathers and sons	723
13193	critical thinking	441
13194	memory	371
13195	emotions	531
13196	anxiety	575
13197	personality development	723
13198	psychoanalysis	175
13199	seven the number	1623
13200	interbehavioral psychology	121
13201	vygotskiĭ	109
13202	personality	698
13203	stress in children	723
13204	psychoanalysis	173
13205	older people 	724.8
13206	identity psychology	697
13207	psycholinguistics	455
13208	intelligence tests 	431
13209	reading	456
13210	social perception in children	723
13211	death 	789
13212	spiritualism 	1242
13214	prejudices	723
13215	cognitive science	311
13216	counseling	636.6
13217	environmental psychology	353
13218	lacan	109
13219	happiness	575
13220	masculinity	692.5
13221	evolutionary psychology	698.95
13222	psychoanalysis	175
13224	context effects psychology	315.2
13225	visual perception	241
13226	pain 	515
13227	pain 	515
13228	psychoanalysis	173
13229	psychoanalysis and culture	175.4
13230	psychoanalysis	173
13231	justice 	789
13232	superego	175.5
13233	evolutionary psychology	698.95
13234	prejudices	575
13235	psychoanalysis	173
13236	guo li bian yi guan china	1714
13237	memory 	371
13238	psychologists 	76.4
13239	witchcraft 	1566
13240	cognitive psychology	201
13241	creative ability	441
13242	symbolism	1623
13243	success	637
13244	cognition	311
13245	interviewing	637
13246	parapsychology	1031
13247	adlerian psychology	175.5
13248	psycholinguistics	455
13249	consciousness	311
13250	loss psychology in children	723
13252	bereavement 	575
13253	figures of speech	455
13254	spiritualism	1301
13255	space perception	469
13256	astrology 	1676
13257	social psychology	57
13258	new thought	639
13259	cognition 	311
13260	middle age 	724.6
13261	cognitive psychology	201
13262	coel	575
13263	educational psychology	121
13264	peace of mind	637
13265	occultism 	1421
13266	bede	746
13267	memory in children	723
13268	death 	789
13269	persuasion psychology	637
13270	meditation	637
13272	physiognomy	1680
13273	motor ability	295
13274	stereotypes social psychology 	323
13275	resilience personality trait in children	723
13276	psychoanalysis and culture	175.4
13277	black people 	432
13278	bashfulness	575
13279	jung	173
13280	psycholinguistics 	455
13281	psychology 	39
13282	psychology 	76.5
13283	mind and body	161
13284	time perception	468
13285	fantasy 	408
13286	psychoanalysis 	173
13287	spiritualism 	1242
13288	psychology 	31
13289	intellect	431
13290	intellect 	431
13291	parent and child	723
13292	psychoanalysis	21
13293	newborn infants	21
13294	psychotherapy	21
13295	ego psychology	21
13296	neardeath experiences	1045
13297	creative ability	408
13298	psychology 	21
13299	cognitive science	311
13300	visual perception	241
13301	self 	697
13304	motivation psychology	503
13305	work 	481
13306	psychoanalysis	175
13307	emotions	511
13308	piaget	311
13309	thought and thinking	455
13310	sex role 	692.2
13312	psychology	181
13313	happiness	515
13314	magic	1434
13315	imagination in children	723
13316	psychology 	20
13317	love	575
13318	moral development 	723
13319	psychological tests for children	722
13320	sex psychology	692
13321	psychophysics	237
13322	skinner	109
13323	stress psychology	575
13324	interpersonal communication	637
13325	personality	698
13326	stress psychology	575
13327	drawing ability in children	723
13328	auditory perception	251
13329	attention in infants	720
13331	psychology	181
13332	environmental psychology	353
13333	bereavement 	575
13334	fairbairn	109
13335	rado	109
13336	magic	1591
13337	grief	575
13338	resilience personality trait 	698.35
13339	psychological consultation	637
13340	stress psychology	575
13341	jungian psychology	175.4
13342	freud	109
13343	psychology 	76.8
13344	brain 	161
13345	stress psychology	575
13346	cognitive psychology	201
13347	counseling	637
13348	ambivalence	575
13349	psychology 	108
13350	consciousness	311
13351	reasoning psychology	442
13352	consciousness	311
13353	selfactualization psychology	697
13354	developmental psychology	713
13355	child psychology	721
13356	developmental psychology	713
13358	mental suggestion	1156
13359	problem solving	723
13360	success 	637
13361	psychology 	108
13362	silent reading	456
13363	speech perception 	463
13364	self 	697.5
13365	speech perception	463
13366	psychology 	76.5
13367	divination 	1758
13368	intellect	431
13369	love	575
13370	judgment	441
13371	psychoanalysis	173
13372	psychology 	108
13373	womens dreams	1099
13375	psychology	671
13376	selfrealization in old age	724.85
13377	memory 	378
13379	occultism	1611
13381	freud	175.5
13382	counseling	637
13383	transactional analysis	637
13388	behaviorism psychology	199
13389	memory	371
13391	metacognition	311
13392	psychology	671
13393	negotiation	637
13394	behaviorism psychology 	199
13395	visual perception 	241
13396	heider	109
13397	psychometrics	39
13399	context effects psychology	714
13400	psychology 	95
13401	judgment	447
13402	disasters 	789
13403	consciousness	701
13404	visual perception	241
13405	personality and culture 	698.9
13406	culture conflict	698.9
13408	competition psychology	637
13409	developmental psychology 	713
13410	control psychology	611
13411	psychology	67
13412	psychology 	38.5
13413	psychology 	38.5
13414	childrens drawings 	723
13415	metacognition	311
13416	cognition	311
13417	group counseling	637
13418	cognition and culture	311
13419	wohlwill	353
13420	inner child	698.35
13421	freud	1078
13423	body image 	697.5
13424	psychology 	38
