,Title,Call_Number
13391,Metacognition Thought and thinking,BF309-499:Consciousness. Congition
13392,Psychology Comparative,BF660-685:Comparative psychology. Animal and human psychology
13393,Negotiation,BF636-637:Applied psychology
13394,Behaviorism Psychology  Philosophy Behaviorism Psychology  Methodology Kantor J R Jacob Robert 18881984,BF199-202:Psychology
13395,Visual perception  History Perception Philosophy  History Cognitive science  Philosophy  History,BF231-299:Sensation. Aesthesiology
13396,Heider Fritz 18961988 Psychologists  United States  Biography Psychology  History,BF65-172:Psychology
13397,Psychometrics,BF38-64:Philosophy
13399,Context effects Psychology Developmental psychology,BF712-724:Developmental psychology
13400,Psychology  United States  History,BF65-172:Psychology
13401,Judgment Judgment Aesthetics Act Philosophy,BF309-499:Consciousness. Congition
13402,Disasters  Psychological aspects Disasters  Social aspects Crisis intervention Mental health services,BF728-794:Psychology
13403,Consciousness Evolution Psychology Genetics Behavioral,BF699-711:Genetic Psychology
13404,Visual perception Perception,BF231-299:Sensation. Aesthesiology
13405,Personality and culture  Crosscultural studies Ethnopsychology  Crosscultural studies,BF698:Personality
13406,Culture conflict Conflict management,BF698:Personality
13408,Competition Psychology Competition  United States Competition International,BF636-637:Applied psychology
13409,Developmental psychology  History Developmental psychology  Philosophy,BF712-724:Developmental psychology
13410,Control Psychology,BF608-635:Will. Volition. Choice. Control
13411,Psychology Applied Selfperception Psychology,BF65-172:Psychology
13412,Psychology  Philosophy Hermeneutics Cognition,BF38-64:Philosophy
13413,Psychology  Methodology Psychology  Philosophy,BF38-64:Philosophy
13414,Childrens drawings  Psychological aspects,BF712-724:Developmental psychology
13415,Metacognition,BF309-499:Consciousness. Congition
13416,Cognition,BF309-499:Consciousness. Congition
13417,Group counseling,BF636-637:Applied psychology
13418,Cognition and culture Neuropsychology Cognition Intellect  History,BF309-499:Consciousness. Congition
13419,Wohlwill Joachim F  Congresses Environmental psychology  Congresses Aesthetics  Psychological aspects  Congresses Developmental psychology  Congresses,BF309-499:Consciousness. Congition
13420,Inner child Selfactualization Psychology,BF698:Personality
13421,Freud Sigmund 18561939 Traumdeutung Dream interpretation Psychoanalysis,BF1048-1108:Hallucinations. Sleep. Dreaming. Visions
13423,Body image  Social aspects  History Physical education and training  History Sports medicine  History Body image  History,BF697:Differential psychology. Individuality. Self
13424,Psychology  Philosophy Intellect Personality Social systems Jung C G Carl Gustav 18751961 Human engineering,BF38-64:Philosophy
13425,Cognitive science Philosophy of mind Artificial intelligence,BF309-499:Consciousness. Congition
13426,Psychology Nature  Effect of human beings on Social interaction,BF309-499:Consciousness. Congition
13427,Senses and sensation,BF231-299:Sensation. Aesthesiology
13428,Freud Sigmund 18561939 Psychoanalysis and religion,BF173-175:Psychoanalysis
13429,Happiness Wellbeing,BF511-593:Affection. Feeling. Emotion
13430,Problem solving,BF309-499:Consciousness. Congition
13432,Pignon Laurens 1449 Contre les devineurs Magic  France  Burgundy  History Divination  France  Burgundy  History Magic  France  History Divination  France  History,BF1585-1623:Magic. Hermetics. Necromancy
13433,Personality and intelligence  Congresses,BF698:Personality
13434,Thought and thinking Reasoning Psychology,BF309-499:Consciousness. Congition
13435,Psychological tests for children Child development  Testing Behavioral assessment of children Educational tests and measurements,BF712-724:Developmental psychology
13438,Love  History Love  Latin America  History,BF511-593:Affection. Feeling. Emotion
13440,Incest Sex Psychology,BF173-175:Psychoanalysis
13441,Psychoanalysis,BF173-175:Psychoanalysis
13442,Freud Sigmund 18561939 Lacan Jacques 19011981 Psychoanalysis and culture,BF173-175:Psychoanalysis
13443,Child psychology,BF712-724:Developmental psychology
13444,Phenomenological psychology Psychology  Research  Methodology,BF204-206:Psychology
13445,Psychic trauma  Social aspects Social psychology Intergenerational relations Posttraumatic stress disorder,BF173-175:Psychoanalysis
13446,Research  Design Quality of life  Testing Public health  Methodology Health surveys Quality of Life  psychology Data Collection  methods Health Surveys Outcome Assessment Health Care  methods,BF176:Pyshological tests and testing
13447,Sex differences Psychology Women and psychoanalysis Women  Psychology Men  Psychology Dominance Psychology Feminism,BF692:Psychology of Sex. Sexual Behavior
13448,Ortiz Fernando 18811969 Spiritualism  Cuba Cuba  Religion Cuba  Religious life and customs,BF1228-1389:Spiritualism
13449,Human behavior  Evolution Consciousness  History Evolutionary psychology Human evolution,BF698:Personality
13450,Grief in children Bereavement in children Loss Psychology in children Child rearing,BF712-724:Developmental psychology
13451,Identity Psychology Intimacy Psychology Developmental psychology,BF697:Differential psychology. Individuality. Self
13452,Genius Gifted children  Psychology,BF309-499:Consciousness. Congition
13453,Consciousness Consciousness  Crosscultural studies,BF309-499:Consciousness. Congition
13454,Leadership,BF636-637:Applied psychology
13455,Animals Philosophy,BF65-172:Psychology
13456,Psychological tests Educational tests and measurements,BF176:Pyshological tests and testing
13457,Attachment behavior Attachment behavior in children,BF511-593:Affection. Feeling. Emotion
13458,Archetype Psychology Imagination Jungian psychology Psychoanalysis,BF173-175:Psychoanalysis
13459,Moral development Empathy,BF712-724:Developmental psychology
13460,Psychology  Philosophy Consciousness Symbolism Psychology,BF38-64:Philosophy
13461,Disasters  Psychological aspects Minorities  United States  Psychology Minorities  United States  Attitudes Disaster relief  Psychological aspects,BF728-794:Psychology
13462,Society of Rosicrusians Occultism  History,BF1585-1623:Magic. Hermetics. Necromancy
13463,Cognition Psycholinguistics,BF309-499:Consciousness. Congition
13464,Psychology  Authorship  Style manuals Journalism  Style manuals Psychology  Research  Handbooks manuals etc Report writing  Handbooks manuals etc Psychological literature  Publishing  Handbooks manuals etc,BF65-172:Psychology
13466,Psychological literature Psychology  Graphic methods Psychology  Posters Poster presentations,BF65-172:Psychology
13467,Psychoanalysis Subjectivity Motivation Psychology Subjectivity  Psychological aspects,BF173-175:Psychoanalysis
13468,Body image Human body  Social aspects Clothing and dress  Social aspects,BF697:Differential psychology. Individuality. Self
13469,Grief,BF511-593:Affection. Feeling. Emotion
13470,Creation Literary artistic etc,BF309-499:Consciousness. Congition
13471,Self Agent Philosophy,BF697:Differential psychology. Individuality. Self
13472,Social skills in children Behavioral assessment of children Social skills in children  Therapeutic use,BF712-724:Developmental psychology
13474,Psychology Experimental Psychology  Research  Methodology,BF180-198:Experimental psychology
13475,Comprehension Psycholinguistics,BF309-499:Consciousness. Congition
13476,Cognition Learning Psychology of Socialization Artificial intelligence Technology  Psychological aspects,BF309-499:Consciousness. Congition
13477,Selfdeception  Moral and ethical aspects Selfdeception  Religious aspects,BF697:Differential psychology. Individuality. Self
13478,Envy Klein Melanie Envy and gratitude Gratitude,BF511-593:Affection. Feeling. Emotion
13479,Psychology and religion Psychology Religious,BF38-64:Philosophy
13480,Moral development Social structure Developmental psychology,BF712-724:Developmental psychology
13481,Creative ability Creation Literary artistic etc Creative ability in science,BF309-499:Consciousness. Congition
13482,Single subject research Psychology  Research Social sciences  Research,BF65-172:Psychology
13483,Spiritualism  Brazil Kardec Allan 18041869  Influence Science and spiritualism  Brazil Religion and culture  Brazil Brazil  Intellectual life Brazil  Religion,BF1228-1389:Spiritualism
13484,Ego Psychology  Religious aspects Psychoanalysis and religion Spirituality  Psychological aspects Humanistic psychology,BF173-175:Psychoanalysis
13485,Psychic trauma Suffering Suffering  Philosophy,BF173-175:Psychoanalysis
13486,Attitude Psychology  Testing,BF309-499:Consciousness. Congition
13487,Stress in children,BF712-724:Developmental psychology
13489,Choice Psychology Human behavior Alcoholism,BF608-635:Will. Volition. Choice. Control
13490,Intellect,BF309-499:Consciousness. Congition
13492,Leadership Social psychology,BF636-637:Applied psychology
13493,Time Time  Psychological aspects Time perception,BF309-499:Consciousness. Congition
13494,Mind and body,BF65-172:Psychology
13495,Learning Psychology of Science  Study and teaching Mathematics  Study and teaching,BF309-499:Consciousness. Congition
13496,Developmental psychology Genetic psychology,BF712-724:Developmental psychology
13497,MacCorquodale Kenneth Behavioral assessment  Congresses,BF698:Personality
13498,Developmental psychology Feminist psychology,BF712-724:Developmental psychology
13499,Horney Karen 18851952 Psychoanalysis,BF173-175:Psychoanalysis
13501,Gunter Anne active 16th century17th century James I King of England 15661625 Witchcraft  England  History Trials Witchcraft  England  History Great Britain  History  James I 16031625,BF1562-1584:Witchcraft
13502,Psychology  United States  History Psychology Applied  United States  History,BF65-172:Psychology
13503,Grail Sinclair Henry Sir 1345approximately 1400 Knights Templar Masonic order Kirkwall scroll Freemasonry  Scotland  Kirkwall,BF1404-1443:Occult sciences
13504,Aggressiveness  Physiological aspects Hormones Psychology Comparative,BF511-593:Affection. Feeling. Emotion
13505,Edwards personal preference schedule,BF698:Personality
13506,Psychology  Philosophy,BF38-64:Philosophy
13507,Fantasy Subconsciousness Mind and body,BF173-175:Psychoanalysis
13508,Gifted persons  History Gifted persons  Biography Intellectual life  History,BF309-499:Consciousness. Congition
13509,Personal coaching Life skills Employees  Coaching of Executive coaching,BF636-637:Applied psychology
13510,Environmental psychology City planning  Psychological aspects Urban beautification  Psychological aspects,BF712-724:Developmental psychology
13511,Trust in children Truthfulness and falsehood in children Truthfulness and falsehood Deception Promises,BF712-724:Developmental psychology
13512,Timeseries analysis Psychometrics,BF38-64:Philosophy
13513,Intellect  Genetic aspects Genetic psychology X chromosome,BF309-499:Consciousness. Congition
13514,Psychoanalysis and philosophy Psychoanalysis  Philosophy Psychoanalysis,BF173-175:Psychoanalysis
13515,Infant psychology Newborn infants Psychobiology,BF712-724:Developmental psychology
13516,Change Psychology East and West,BF636-637:Applied psychology
13517,Decision making Cognition,BF309-499:Consciousness. Congition
13518,Drawing ability in children  Crosscultural studies,BF712-724:Developmental psychology
13519,Cognition in children  Testing Interviewing Child psychology,BF712-724:Developmental psychology
13520,Hebbel Friedrich 18131863 Psychology in literature,BF65-172:Psychology
13521,Shame Family psychotherapy,BF511-593:Affection. Feeling. Emotion
13522,Psychoanalysis  Congresses Psychoanalysis and culture  Congresses Culture  Congresses,BF173-175:Psychoanalysis
13523,Psychology  History,BF65-172:Psychology
13524,Personality  Simulation methods Personality  Classification,BF698:Personality
13525,Introverts Introversion Extraversion Interpersonal relations,BF698:Personality
13526,Freud Sigmund 18561939  Political and social views Psychoanalysis Social psychology,BF173-175:Psychoanalysis
13527,Youth,BF636-637:Applied psychology
13528,Personality,BF698:Personality
13529,Nostradamus 15031566  Encyclopedias,BF1783-1815:Seers. Prophets. Prophecies
13530,Psychology  Philosophy,BF38-64:Philosophy
13531,Achievement motivation Performance  Evaluation Educational tests and measurements Motivation Psychology,BF660-685:Comparative psychology. Animal and human psychology
13532,Conditioned response Pairedassociation learning Classical conditioning Operant conditioning,BF309-499:Consciousness. Congition
13533,Psychology  Congresses Ethnopsychology  Congresses,BF1-37:Psychology
13534,Cognition Thought and thinking,BF309-499:Consciousness. Congition
13535,Responsibility Control Psychology Selfcontrol,BF608-635:Will. Volition. Choice. Control
13536,Psycholinguistics Reading Psychology of,BF309-499:Consciousness. Congition
13537,Bereavement  Psychological aspects Grief Death  Psychological aspects Children  Death  Psychological aspects Loss Psychology,BF511-593:Affection. Feeling. Emotion
13538,Hate Envy Avarice Jealousy Narcissism Humanistic psychology,BF511-593:Affection. Feeling. Emotion
13539,Psychoanalysis,BF173-175:Psychoanalysis
13540,Loss Psychology Grief Adjustment Psychology,BF511-593:Affection. Feeling. Emotion
13541,Emotions in children Child rearing,BF511-593:Affection. Feeling. Emotion
13542,Body image in men Selfesteem in men,BF697:Differential psychology. Individuality. Self
13544,Child psychology Parental deprivation,BF712-724:Developmental psychology
13545,Personality  Textbooks,BF698:Personality
13546,Psychology  Authorship,BF65-172:Psychology
13547,Perception Cognition Memory,BF309-499:Consciousness. Congition
13548,Child psychology Number concept Child development,BF712-724:Developmental psychology
13549,Cognitive psychology Cognition Memory,BF199-202:Psychology
13550,Risktaking Psychology Risktaking Psychology  Social aspects,BF636-637:Applied psychology
13551,Environmental psychology  Research  Methodology Environmental health  Research  Methodology,BF309-499:Consciousness. Congition
13552,Jesuits  Missions  Peru  Cajatambo Province  History  Sources Idolatry  Peru  Cajatambo Province Idolatry  Peru  Cajatambo Province  History  Sources Magic  Peru  Cajatambo Province Magic  Peru  Cajatambo Province  History  Sources Indians of South America  History Cajatambo Peru  Province  History  Sources,BF1585-1623:Magic. Hermetics. Necromancy
13553,Psychology  Research  Methodology Qualitative research,BF65-172:Psychology
13554,Psychology  Research  Methodology Interpersonal relations,BF38-64:Philosophy
13555,Optimism,BF698:Personality
13556,New Thought,"BF638-648:New Thought. Menticulture, etc."
13558,Reasoning Psychology  Case studies,BF309-499:Consciousness. Congition
13559,Psychology  Vocational guidance,BF65-172:Psychology
13560,Psychology  Philosophy Philosophy of mind Common sense,BF38-64:Philosophy
13561,Catholic Church  Clergy Psychoanalysis and religion Psychoanalysis and feminism Women priests,BF173-175:Psychoanalysis
13562,Cognitive dissonance Explanation Illusion Philosophy Social perception,BF309-499:Consciousness. Congition
13563,Emotions Will,BF511-593:Affection. Feeling. Emotion
13564,Divination  China  History  Sources,BF1745-1779:Oracles. Sibyls. Diviniations
13565,Parapsychology and science Human evolution  Miscellanea Mind and body Supernatural,BF1001-1045:Psychic research. Psychology of the conscious.
13567,Typology Psychology Personality,BF698:Personality
13568,Human biology Developmental psychology Evolution,BF712-724:Developmental psychology
13569,Spiritualism,BF699-711:Genetic Psychology
13570,Psycholinguistics Symbolism Psychology,BF309-499:Consciousness. Congition
13573,Leadership,BF636-637:Applied psychology
13574,Witchcraft  Germany  Cologne Electorate  History  17th century Trials Witchcraft  Germany  Cologne Electorate  History  17th century Cologne Electorate  History  17th century,BF1562-1584:Witchcraft
13575,Selfevaluation  Handbooks manuals etc Selfperception  Handbooks manuals etc Selfrealization  Handbooks manuals etc Selfactualization Psychology  Handbooks manuals etc,BF309-499:Consciousness. Congition
13577,Psychology  Brazil  History,BF65-172:Psychology
13578,Thought and thinking Cognition Consciousness,BF309-499:Consciousness. Congition
13579,Spirituality  Psychology Psychology and religion Psychoanalysis and religion Psychology Religious,BF173-175:Psychoanalysis
13580,Evolutionary psychology Social evolution Behavior genetics,BF699-711:Genetic Psychology
13581,Grandparent and child Mother and child Mothers and daughters Finns  Family relationships,BF712-724:Developmental psychology
13582,Cognition Computational neuroscience Thought and thinking  Mathematical models,BF309-499:Consciousness. Congition
13583,Personality and occupation Public welfare  Psychological aspects Welfare recipients  Psycology Welfare recipients  Attitudes Personality change,BF698:Personality
13585,Freud Sigmund 18561939 Psychoanalysts  Austria  Biography,BF65-172:Psychology
13586,Creative ability,BF309-499:Consciousness. Congition
13587,Counseling  Handbooks manuals etc,BF636-637:Applied psychology
13588,Values Personality,BF728-794:Psychology
13589,Folklore  France  Corsica  History Occultism  France  Corsica  History,BF1404-1443:Occult sciences
13599,Love Intimacy Psychology Interpersonal communication Communication in marriage Manwoman relationships,BF511-593:Affection. Feeling. Emotion
13601,Introverts Introversion Extraversion Interpersonal relations,BF698:Personality
13602,Creative ability Creation Literary artistic etc,BF309-499:Consciousness. Congition
13607,Memory in children,BF712-724:Developmental psychology
13608,Adolescent psychology  Longitudinal studies,BF712-724:Developmental psychology
13609,Psychoanalysis Free association Psychology Object Philosophy  Psychological aspects,BF173-175:Psychoanalysis
13610,Satanism  Colombia Freedom of religion  Colombia Teenagers  Religious life  Colombia Children  Religious life  Colombia,BF1501-1561:Demonology. Satanism. Possession
13611,Success,BF636-637:Applied psychology
13612,Reading Psychology of,BF309-499:Consciousness. Congition
13614,Superstition  Great Britain  Dictionaries Folklore  Great Britain  Dictionaries Superstition  Ireland  Dictionaries Folklore  Ireland  Dictionaries,BF1745-1779:Oracles. Sibyls. Diviniations
13615,Decision making Judgment Time pressure Stress Psychology Job stress,BF309-499:Consciousness. Congition
13616,Consciousness Mind and body Visual perception Neural circuitry,BF309-499:Consciousness. Congition
13617,Boredom  France  History Boredom in literature Melancholy Melancholy in literature,BF511-593:Affection. Feeling. Emotion
13618,Psychology  United States  History Psychologists  United States  History,BF65-172:Psychology
13619,Thought and thinking Metaphor,BF309-499:Consciousness. Congition
13620,Consciousness,BF309-499:Consciousness. Congition
13621,Creation Literary artistic etc,BF309-499:Consciousness. Congition
13623,Climatic changes  Psychological aspects Environmental psychology,BF309-499:Consciousness. Congition
13624,Reading Reading Psychology of,BF309-499:Consciousness. Congition
13625,Psycholinguistics,BF309-499:Consciousness. Congition
13626,Gifted children  Psychology,BF712-724:Developmental psychology
13627,Reinforcement Psychology Decision making  Psychological aspects Nature and nurture,BF309-499:Consciousness. Congition
13629,Individuality United States  Civilization,BF697:Differential psychology. Individuality. Self
13630,Psychology  Research grants Psychologists  Research grants Alcoholism  Research grants Drug abuse  Research grants,BF65-172:Psychology
13631,Sociology Thought and thinking,BF65-172:Psychology
13632,Occultism  Encyclopedias Parapsychology  Encyclopedias Supernatural  Encyclopedias Occultism Parapsychology,BF1404-1443:Occult sciences
13633,Psychology Personality,BF65-172:Psychology
13634,Psychology  Research  Crosscultural studies Thought and thinking  Crosscultural studies,BF65-172:Psychology
13635,Psychological tests  Congresses Ethnopsychology  Congresses,BF176:Pyshological tests and testing
13637,Witchcraft  Denmark Trials Witchcraft  Denmark,BF1562-1584:Witchcraft
13638,Dowsing,BF1624-1650:Occult sciences
13639,Behaviorism Psychology Behaviorism Psychology  Handbooks manuals etc Behaviorism,BF199-202:Psychology
13640,Counseling psychology  Handbooks manuals etc Counseling Psychology Psychology Applied,BF636-637:Applied psychology
13641,Psychologists  Professional ethics Professional ethics,BF65-172:Psychology
13642,Nurturing behavior in children  Congresses Human behavior  Congresses Culture  Congresses,BF712-724:Developmental psychology
13643,Psychology  Research  Methodology  Handbooks manuals etc Psychology  Research  Handbooks manuals etc Psychology  Methods Research Design Psychology Experimental,BF65-172:Psychology
13645,Evolutionary psychology Cooperation Evolution Biology Psychology Cooperative Behavior Human Characteristics,BF698:Personality
13646,Selfperception in women Selfesteem in women Beauty Personal,BF697:Differential psychology. Individuality. Self
13647,Social interaction in children Social skills in children Social desirability in children,BF712-724:Developmental psychology
13648,Values Technology and civilization Consumption Economics,BF728-794:Psychology
13649,Dreams Dream interpretation Psychology,BF1048-1108:Hallucinations. Sleep. Dreaming. Visions
13650,Aggressiveness in adolescence Violence in adolescence Aggressiveness in adolescence  Longitudinal studies Violence in adolescence  Longitudinal studies,BF712-724:Developmental psychology
13651,Psycholinguistics Cognitive science Semantics  Psychological aspects Cognition,BF309-499:Consciousness. Congition
13652,Psychology Social psychology Culture  Psychological aspects,BF38-64:Philosophy
13653,Emotions Affect Psychology,BF511-593:Affection. Feeling. Emotion
13654,Autobiographical memory,BF309-499:Consciousness. Congition
13655,Mothers  Death  Psychological aspects Mothers and daughters Bereavement  Psychological aspects,BF511-593:Affection. Feeling. Emotion
13656,Psychoanalysis  Political aspects Psychoanalysis  Philosophy,BF173-175:Psychoanalysis
13657,Memory in children Recollection Psychology Child witnesses,BF712-724:Developmental psychology
13658,Emotions Affect Psychology,BF511-593:Affection. Feeling. Emotion
13659,Fleming Ian 19081964 Goldfinger Culture Hate,BF511-593:Affection. Feeling. Emotion
13660,Counseling psychology  Practice Counseling psychology  Moral and ethical aspects Psychotherapy  Practice Psychotherapy  Moral and ethical aspects,BF636-637:Applied psychology
13661,Psychoanalysis Jung C G Carl Gustav 18751961 Freud Sigmund 18561939,BF173-175:Psychoanalysis
13662,Phenomenological psychology Mind and body Psychotherapy Spirituality  Psychology,BF204-206:Psychology
13663,Psychological tests Behaviorism Psychology Social perception,BF309-499:Consciousness. Congition
13664,Psychology Psychology  Study and teaching,BF65-172:Psychology
13665,Psychoanalysis and feminism,BF173-175:Psychoanalysis
13666,Creation Literary artistic etc,BF309-499:Consciousness. Congition
13667,Change Psychology Behavior modification,BF636-637:Applied psychology
13668,Death  Psychological aspects Sex role Sex differences Psychology Sex differences,BF728-794:Psychology
13669,Humanistic counseling Psychoanalysis Psychologists  Complaints against,BF636-637:Applied psychology
13670,Psychological consultation  Study and teaching  Congresses,BF636-637:Applied psychology
13671,Witchcraft  Brazil Religion and state  Brazil,BF1562-1584:Witchcraft
13672,Psycholinguistics  Handbooks manuals etc,BF309-499:Consciousness. Congition
13673,Personality  Social aspects Personality and cognition,BF698:Personality
13674,Psychology  Biographical methods Discourse analysis Narrative  Psychological aspects,BF38-64:Philosophy
13675,Moral development Moral education Child rearing,BF712-724:Developmental psychology
13676,Criticism Personal Selfperception,BF636-637:Applied psychology
13677,Counseling Developmental psychology,BF636-637:Applied psychology
13678,Persuasion Psychology,BF636-637:Applied psychology
13679,Emotions Motivation Psychology,BF511-593:Affection. Feeling. Emotion
13680,Fantasy Anxiety Psychoanalysis,BF173-175:Psychoanalysis
13681,Jungian psychology,BF173-175:Psychoanalysis
13682,Emotions  Social aspects  United States  History  20th century Emotions  Moral and ethical aspects  United States  History  20th century Postmodernism,BF511-593:Affection. Feeling. Emotion
13683,Psychological tests Psychology Applied,BF176:Pyshological tests and testing
13684,Psychology  Philosophy Selfinterest Egoism Psychoanalysis Humanistic psychology Behaviorism Psychology,BF38-64:Philosophy
13685,Cognition Psychology  Philosophy,BF309-499:Consciousness. Congition
13686,Humanistic psychology Humanism  History  20th century Social psychology Psychoanalysis,BF204-206:Psychology
13687,Social perception  Congresses,BF309-499:Consciousness. Congition
13688,Personality and academic achievement Achievement motivation,BF698:Personality
13689,Emotions  Social aspects  Congresses Emotions Philosophy  Congresses Affect Psychology  Congresses Knowledge Theory of  Congresses Aesthetics  Congresses Process philosophy  Congresses,BF511-593:Affection. Feeling. Emotion
13690,Jung C G Carl Gustav 18751961 Kierkegaard Søren 18131855 Jungian psychology Developmental psychology,BF173-175:Psychoanalysis
13691,Psychology  Research Psychology  Methodology,BF65-172:Psychology
13692,Psychic trauma Psychic trauma  Case studies,BF173-175:Psychoanalysis
13693,Psychology  Dictionaries,BF1-37:Psychology
13694,Interpersonal relations in adolescence  United States Interpersonal relations in adolescence  Research Teenagers  United States  Attitudes Teenagers with social disabilities  United States  Attitudes Marriage  United States Interpersonal relations  Study and teaching  United States Family life education  United States Developmental psychology,BF712-724:Developmental psychology
13696,Child psychology  Abstracts Child rearing  Abstracts Genetic psychology  Abstracts,BF712-724:Developmental psychology
13698,Consciousness Experience Imagery Psychology Psychology Comparative Artificial intelligence,BF309-499:Consciousness. Congition
13699,Success Failure Psychology,BF636-637:Applied psychology
13700,Selfacceptance Selfrealization Emotions Positive psychology,BF511-593:Affection. Feeling. Emotion
13702,Selfacceptance in women Compassion Security Psychology,BF511-593:Affection. Feeling. Emotion
13703,Love Interpersonal relations,BF511-593:Affection. Feeling. Emotion
13704,Emotionfocused therapy Counseling,BF173-175:Psychoanalysis
13705,Psychoanalysis  China,BF173-175:Psychoanalysis
13706,Child psychology Child analysis Children Psychoanalysis,BF712-724:Developmental psychology
13707,Child psychology  Crosscultural studies Adolescent psychology  Crosscultural studies Child development  Crosscultural studies Adolescence  Crosscultural studies Ethnopsychology,BF712-724:Developmental psychology
13708,Psychology  Research  Methodology Qualitative research Grounded theory Discourse analysis Discourse analysis Narrative Phenomenological psychology,BF65-172:Psychology
13709,Discursive psychology,BF199-202:Psychology
13710,Psychology  Authorship Psychology  Authorship  Style manuals Social sciences  Authorship  Style manuals,BF65-172:Psychology
13711,Memory  Social aspects Online social networks Social media  Social aspects Internet  Social aspects,BF309-499:Consciousness. Congition
13712,Listening Research  Methodology,BF309-499:Consciousness. Congition
13713,Evolutionary psychology Emotions and cognition Human behavior,BF698:Personality
13714,Psychology  Authorship,BF65-172:Psychology
13715,Psychology  History,BF65-172:Psychology
13716,Counseling psychology Counseling psychology  Vocational guidance,BF636-637:Applied psychology
13717,Existential psychology  Research  Methodology Phenomenological psychology  Research  Methodology Existential phenomenology Qualitative research  Methodology Psychology  Methodology,BF204-206:Psychology
13718,Pain  Psychological aspects Suffering  Psychological aspects Civilization Modern  Psychological aspects,BF511-593:Affection. Feeling. Emotion
13719,Developmental psychology,BF712-724:Developmental psychology
13720,Leadership Gifted children  Education Talented students,BF636-637:Applied psychology
13721,Children and death Bereavement in children Grief in children Children  Counseling of,BF712-724:Developmental psychology
13722,Sympathy,BF511-593:Affection. Feeling. Emotion
13723,Visual perception Visual discrimination Motion perception Vision Vision  History,BF231-299:Sensation. Aesthesiology
13724,Conflict Psychology  Study and teaching Social conflict  Study and teaching Psychology Industrial  Study and teaching,BF501-505:Motivation
13725,Bashfulness,BF511-593:Affection. Feeling. Emotion
13726,Child psychology  Research Observation Psychology,BF712-724:Developmental psychology
13727,Demonology  Early works to 1800 Berno Abbot of Reichenau 1048,BF1501-1561:Demonology. Satanism. Possession
13728,Psychology,BF65-172:Psychology
13729,Selfdeception Subconsciousness Cognitive psychology,BF697:Differential psychology. Individuality. Self
13730,Jungian psychology Mind and body Spiritualism Death  Psychological aspects,BF173-175:Psychoanalysis
13731,Altruism,BF636-637:Applied psychology
13732,Parent and child  Congresses Developmental psychology  Congresses Families  Congresses,BF712-724:Developmental psychology
13733,Intellect Genetic psychology Psychology Comparative,BF309-499:Consciousness. Congition
13734,Cognition in children Nature and nurture,BF712-724:Developmental psychology
13735,Thought and thinking Reasoning Psychology Problem solving,BF309-499:Consciousness. Congition
13736,Projective techniques,BF698:Personality
13737,Maturation Psychology Maturation Psychology  Moral and ethical aspects Maturation Psychology  Religious aspects,BF699-711:Genetic Psychology
13738,Interpersonal communication  Psychological aspects,BF636-637:Applied psychology
13739,Creative ability Social status,BF309-499:Consciousness. Congition
13740,Learning Psychology of  History,BF65-172:Psychology
13741,Interpersonal communication,BF636-637:Applied psychology
13743,Ethics Egyptian Egypt  Civilization  To 332 BC Egypt  Religion,BF65-172:Psychology
13744,Interpersonal communication,BF636-637:Applied psychology
13745,Cognition  Age factors Memory  Age factors Aging  Psychological aspects,BF712-724:Developmental psychology
13746,Violence Shame Alienation Social psychology Violence  Case studies,BF511-593:Affection. Feeling. Emotion
13748,Existential psychology Existential psychotherapy,BF204-206:Psychology
13749,Mind and body  Europe  History  16th century Mind and body  Europe  History  17th century Mental health  Europe  History  16th century Mental health  Europe  History  17th century Mental illness  Europe  History  16th century Mental illness  Europe  History  17th century Imagination Mind and body in literature Mental illness in literature,BF65-172:Psychology
13750,Thought and thinking,BF309-499:Consciousness. Congition
13751,Child psychology  Longitudinal studies  Congresses,BF712-724:Developmental psychology
13752,Developmental psychology,BF712-724:Developmental psychology
13753,Love Intimacy Psychology Manwoman relationships Women  Psychology,BF511-593:Affection. Feeling. Emotion
13754,Discipline of children  Psychological aspects,BF712-724:Developmental psychology
13755,Left and right Psychology,BF309-499:Consciousness. Congition
13756,Prejudices,BF511-593:Affection. Feeling. Emotion
13757,Social interaction Prejudices,BF511-593:Affection. Feeling. Emotion
13758,Cattell James McKeen 18601944 Psychologists  United States  Biography Psychologists  United States  Correspondence,BF65-172:Psychology
13759,Demonology  France  Case studies Demonology  England  Case studies Demoniac possession  Case studies Exorcism  Case studies,BF1501-1561:Demonology. Satanism. Possession
13760,Marijuana  Psychological aspects Marijuana  Social aspects Drug abuse  Costa Rica,BF207-209:Psychotropic drugs and other substances
13761,Creation Literary artistic etc Aesthetics,BF309-499:Consciousness. Congition
13762,Mother and child Infants,BF712-724:Developmental psychology
13764,Magic  Manuscripts Manuscripts Medieval,BF1585-1623:Magic. Hermetics. Necromancy
13765,Play  Psychological aspects,BF712-724:Developmental psychology
13766,Control Psychology Imagery Psychology  Therapeutic use Emotions Performance,BF608-635:Will. Volition. Choice. Control
13767,Psychology  Congresses,BF1-37:Psychology
13768,Developmental psychology  Hawaii  Longitudinal studies,BF712-724:Developmental psychology
13769,Environmental psychology Interpersonal relations,BF309-499:Consciousness. Congition
13770,Psychology and religion Psychology Religious Hermeneutics,BF38-64:Philosophy
13771,Neardeath experiences Death  Psychological aspects,BF1001-1045:Psychic research. Psychology of the conscious.
